entrance_id,rank,stop_id,walk_dist_m,weight_logit,weight_inv,reachable
17,6,27,690.1,0.0475,0.0711,True
17,7,22,702.6,0.0452,0.0698,True
17,8,38,703.1,0.0451,0.0698,True
17,9,17,706.7,0.0445,0.0694,True
17,10,10,723.7,0.0416,0.0678,True
18,1,5,262.3,0.285,0.1973,True
18,2,6,271.8,0.2745,0.1904,True
18,3,48,510.0,0.1058,0.1015,True
18,4,30,655.6,0.0591,0.0789,True
18,5,38,676.4,0.0544,0.0765,True
18,6,16,700.5,0.0494,0.0739,True
18,7,27,717.5,0.0461,0.0721,True
18,8,22,735.2,0.043,0.0704,True
18,9,17,739.3,0.0423,0.07,True
18,10,10,751.1,0.0403,0.0689,True
19,1,5,294.5,0.2659,0.1827,True
19,2,6,303.9,0.256,0.177,True
19,3,48,477.7,0.1278,0.1126,True
19,4,30,623.3,0.0714,0.0863,True
19,5,38,644.0,0.0657,0.0836,True
19,6,16,732.5,0.0461,0.0735,True
19,7,27,749.7,0.043,0.0718,True
19,8,22,754.2,0.0423,0.0713,True
19,9,39,754.4,0.0422,0.0713,True
19,10,29,771.0,0.0395,0.0698,True
20,1,9,113.8,0.2253,0.2425,True
20,2,50,149.8,0.1951,0.1843,True
20,3,51,235.2,0.1386,0.1174,True
20,4,33,258.3,0.1264,0.1069,True
20,5,11,299.3,0.1073,0.0922,True
20,6,8,408.1,0.0694,0.0677,True
20,7,7,499.3,0.0482,0.0553,True
20,8,32,585.9,0.0341,0.0471,True
20,9,13,617.8,0.03,0.0447,True
20,10,12,658.3,0.0255,0.0419,True
21,1,50,244.5,0.1643,0.1467,True
21,2,8,245.5,0.1636,0.1461,True
21,3,51,263.1,0.1525,0.1363,True
21,4,9,301.7,0.1307,0.1189,True
21,5,7,336.8,0.1136,0.1065,True
21,6,11,396.0,0.0896,0.0906,True
21,7,33,412.1,0.084,0.087,True
21,8,32,574.7,0.0438,0.0624,True
21,9,12,647.1,0.0328,0.0554,True
21,10,49,715.3,0.025,0.0501,True
22,1,8,236.8,0.1692,0.1513,True
22,2,50,249.3,0.161,0.1437,True
22,3,51,267.9,0.1495,0.1338,True
22,4,9,306.5,0.128,0.1169,True
22,5,7,328.1,0.1175,0.1092,True
22,6,11,400.8,0.0878,0.0894,True
22,7,33,416.9,0.0823,0.0859,True
22,8,32,567.5,0.0451,0.0631,True
22,9,12,639.9,0.0337,0.056,True
22,10,49,706.6,0.0258,0.0507,True
23,1,8,202.3,0.2008,0.1803,True
23,2,50,286.3,0.1435,0.1274,True
23,3,7,293.6,0.1394,0.1242,True
23,4,51,304.9,0.1332,0.1196,True
23,5,9,352.9,0.1099,0.1034,True
23,6,11,442.1,0.0769,0.0825,True
23,7,33,458.2,0.0721,0.0796,True
23,8,32,533.0,0.0535,0.0684,True
23,9,12,605.4,0.04,0.0602,True
23,10,49,672.0,0.0307,0.0543,True
24,1,9,250.7,0.1834,0.1579,True
24,2,50,282.2,0.1618,0.1403,True
24,3,8,330.4,0.1334,0.1198,True
24,4,51,367.6,0.1149,0.1077,True
24,5,7,374.4,0.1118,0.1057,True
24,6,33,395.2,0.1029,0.1002,True
24,7,11,431.8,0.0889,0.0917,True
24,8,49,601.3,0.0451,0.0658,True
24,9,32,691.1,0.0315,0.0573,True
24,10,13,737.1,0.0262,0.0537,True
25,1,8,298.0,0.1689,0.1426,True
25,2,9,299.5,0.1679,0.1419,True
25,3,50,330.9,0.1481,0.1284,True
25,4,7,389.3,0.1172,0.1092,True
25,5,51,416.3,0.1052,0.1021,True
25,6,33,435.8,0.0973,0.0975,True
25,7,11,480.5,0.0814,0.0884,True
25,8,49,632.9,0.0442,0.0672,True
25,9,32,658.7,0.0399,0.0645,True
25,10,12,731.1,0.0299,0.0581,True
26,1,8,267.9,0.1864,0.1562,True
26,2,50,323.4,0.1493,0.1294,True
26,3,9,330.9,0.1449,0.1265,True
26,4,7,359.2,0.1294,0.1165,True
26,5,51,402.5,0.1088,0.104,True
26,6,33,467.2,0.084,0.0896,True
26,7,11,473.0,0.0821,0.0885,True
26,8,32,628.7,0.044,0.0666,True
26,9,49,664.3,0.0382,0.063,True
26,10,12,701.1,0.033,0.0597,True
27,1,16,200.1,0.3152,0.2355,True
27,2,17,239.0,0.2699,0.1973,True
27,3,21,566.5,0.0728,0.0832,True
27,4,10,568.0,0.0724,0.083,True
27,5,27,580.6,0.0688,0.0812,True
27,6,28,594.1,0.0652,0.0793,True
27,7,6,616.0,0.0597,0.0765,True
27,8,5,638.9,0.0545,0.0738,True
27,9,30,1036.9,0.0111,0.0455,True
27,10,22,1056.3,0.0103,0.0446,True
28,1,16,182.4,0.2919,0.2343,True
28,2,17,221.2,0.2499,0.1932,True
28,3,27,397.8,0.1233,0.1074,True
28,4,10,423.7,0.1112,0.1008,True
28,5,21,620.3,0.0507,0.0689,True
28,6,28,632.2,0.0483,0.0676,True
28,7,6,640.3,0.0467,0.0667,True
28,8,5,663.2,0.0427,0.0644,True
28,9,24,876.8,0.0182,0.0487,True
28,10,37,890.4,0.0172,0.048,True
29,1,16,176.6,0.3152,0.2484,True
29,2,17,215.4,0.2699,0.2036,True
29,3,21,542.9,0.0728,0.0808,True
29,4,10,544.4,0.0724,0.0806,True
29,5,27,557.0,0.0688,0.0787,True
29,6,28,570.6,0.0652,0.0769,True
29,7,6,592.4,0.0597,0.074,True
29,8,5,615.3,0.0545,0.0713,True
29,9,30,1013.4,0.0111,0.0433,True
29,10,22,1032.7,0.0103,0.0425,True
30,1,16,202.2,0.2978,0.2273,True
30,2,17,241.0,0.255,0.1907,True
30,3,21,520.1,0.0835,0.0884,True
30,4,28,547.7,0.0748,0.0839,True
30,5,6,569.6,0.0685,0.0807,True
30,6,10,570.0,0.0684,0.0806,True
30,7,27,582.6,0.065,0.0789,True
30,8,5,592.5,0.0625,0.0776,True
30,9,30,990.5,0.0127,0.0464,True
30,10,22,1009.9,0.0118,0.0455,True
31,1,16,220.8,0.2978,0.2192,True
31,2,17,259.6,0.255,0.1864,True
31,3,21,538.7,0.0835,0.0898,True
31,4,28,566.3,0.0748,0.0854,True
31,5,6,588.2,0.0685,0.0823,True
31,6,10,588.6,0.0684,0.0822,True
31,7,27,601.2,0.065,0.0805,True
31,8,5,611.0,0.0625,0.0792,True
31,9,30,1009.1,0.0127,0.0479,True
31,10,22,1028.5,0.0118,0.047,True
32,1,16,252.5,0.2528,0.1903,True
32,2,17,291.4,0.2164,0.1649,True
32,3,21,464.4,0.1083,0.1035,True
32,4,28,492.0,0.097,0.0977,True
32,5,6,517.5,0.0876,0.0929,True
32,6,5,540.3,0.08,0.0889,True
32,7,27,586.5,0.0665,0.0819,True
32,8,10,612.5,0.0599,0.0785,True
32,9,30,938.4,0.0163,0.0512,True
32,10,22,954.2,0.0153,0.0504,True
33,1,16,123.2,0.3378,0.3008,True
33,2,17,162.1,0.2892,0.2287,True
33,3,10,491.1,0.0776,0.0755,True
33,4,27,503.7,0.0738,0.0736,True
33,5,21,532.4,0.0658,0.0696,True
33,6,28,560.0,0.0589,0.0662,True
33,7,6,658.1,0.0398,0.0563,True
33,8,5,680.9,0.0363,0.0544,True
33,9,24,986.1,0.0107,0.0376,True
33,10,37,996.2,0.0103,0.0372,True
34,1,16,247.6,0.2461,0.1889,True
34,2,17,286.5,0.2107,0.1633,True
34,3,21,450.3,0.1094,0.1039,True
34,4,28,477.9,0.098,0.0979,True
34,5,6,497.8,0.0905,0.094,True
34,6,5,520.7,0.0826,0.0899,True
34,7,27,566.9,0.0686,0.0825,True
34,8,10,592.8,0.0619,0.0789,True
34,9,30,918.7,0.0168,0.0509,True
34,10,22,940.1,0.0154,0.0498,True
35,1,16,118.7,0.3321,0.3031,True
35,2,17,157.5,0.2844,0.2284,True
35,3,10,486.5,0.0763,0.0739,True
35,4,21,495.7,0.0735,0.0726,True
35,5,27,499.1,0.0725,0.0721,True
35,6,28,523.3,0.0658,0.0687,True
35,7,6,653.5,0.0391,0.055,True
35,8,5,676.4,0.0357,0.0532,True
35,9,24,981.5,0.0105,0.0366,True
35,10,37,991.6,0.0101,0.0363,True
36,1,16,259.4,0.2451,0.1851,True
36,2,17,298.2,0.2098,0.161,True
36,3,21,410.3,0.134,0.117,True
36,4,28,438.0,0.12,0.1096,True
36,5,6,555.2,0.0751,0.0865,True
36,6,5,578.1,0.0685,0.083,True
36,7,10,627.3,0.0563,0.0765,True
36,8,27,632.4,0.0551,0.0759,True
36,9,22,900.2,0.0189,0.0533,True
36,10,29,922.5,0.0173,0.052,True
37,1,16,236.7,0.2652,0.2001,True
37,2,17,275.5,0.227,0.1719,True
37,3,21,434.6,0.1202,0.109,True
37,4,28,462.2,0.1076,0.1025,True
37,5,6,579.5,0.0673,0.0817,True
37,6,5,602.3,0.0614,0.0786,True
37,7,10,604.6,0.0609,0.0783,True
37,8,27,617.1,0.0579,0.0767,True
37,9,22,924.4,0.0169,0.0512,True
37,10,29,946.8,0.0155,0.05,True
38,1,16,213.2,0.2836,0.2165,True
38,2,17,252.0,0.2428,0.1831,True
38,3,21,456.7,0.1071,0.101,True
38,4,28,484.4,0.0959,0.0953,True
38,5,10,581.0,0.0651,0.0794,True
38,6,27,593.6,0.0619,0.0777,True
38,7,6,601.6,0.06,0.0767,True
38,8,5,624.5,0.0547,0.0739,True
38,9,22,946.5,0.0151,0.0487,True
38,10,29,968.9,0.0138,0.0476,True
39,1,16,161.7,0.3119,0.2568,True
39,2,17,200.5,0.2671,0.2071,True
39,3,21,461.1,0.0942,0.0901,True
39,4,28,488.7,0.0843,0.085,True
39,5,10,529.6,0.0716,0.0784,True
39,6,27,542.1,0.0681,0.0766,True
39,7,6,656.9,0.043,0.0632,True
39,8,5,679.8,0.0393,0.0611,True
39,9,22,1008.7,0.0105,0.0412,True
39,10,24,1024.6,0.0099,0.0405,True
40,1,16,141.1,0.314,0.2727,True
40,2,17,179.9,0.2689,0.2139,True
40,3,21,364.6,0.1284,0.1055,True
40,4,28,392.3,0.115,0.0981,True
40,5,10,628.7,0.0447,0.0612,True
40,6,27,641.2,0.0425,0.06,True
40,7,6,721.9,0.0308,0.0533,True
40,8,5,744.7,0.0281,0.0517,True
40,9,22,909.3,0.0145,0.0423,True
40,10,29,931.6,0.0133,0.0413,True
41,1,33,97.8,0.2371,0.2646,True
41,2,9,119.8,0.2172,0.2162,True
41,3,50,224.0,0.1431,0.1156,True
41,4,51,309.4,0.1017,0.0837,True
41,5,11,373.4,0.0787,0.0693,True
41,6,13,448.1,0.0584,0.0578,True
41,7,36,506.6,0.0462,0.0511,True
41,8,8,532.0,0.0417,0.0487,True
41,9,7,543.4,0.0399,0.0476,True
41,10,26,569.4,0.0359,0.0455,True
42,1,9,100.6,0.2323,0.255,True
42,2,33,116.9,0.2176,0.2194,True
42,3,50,204.8,0.1531,0.1253,True
42,4,51,290.2,0.1088,0.0884,True
42,5,11,354.3,0.0842,0.0724,True
42,6,13,467.2,0.0536,0.0549,True
42,7,36,525.7,0.0424,0.0488,True
42,8,8,551.0,0.0383,0.0466,True
42,9,7,562.5,0.0366,0.0456,True
42,10,26,588.5,0.033,0.0436,True
43,1,9,76.0,0.2551,0.3171,True
43,2,33,123.9,0.2107,0.1946,True
43,3,50,201.7,0.1543,0.1195,True
43,4,51,287.2,0.1096,0.084,True
43,5,11,332.6,0.0914,0.0725,True
43,6,13,490.1,0.0487,0.0492,True
43,7,36,553.0,0.0379,0.0436,True
43,8,8,582.6,0.0336,0.0414,True
43,9,26,611.4,0.03,0.0394,True
43,10,32,622.1,0.0287,0.0388,True
44,1,9,61.2,0.2577,0.3629,True
44,2,33,156.4,0.1761,0.142,True
44,3,50,165.4,0.1699,0.1343,True
44,4,51,250.8,0.1207,0.0886,True
44,5,11,314.9,0.0934,0.0705,True
44,6,13,506.7,0.0434,0.0438,True
44,7,8,517.6,0.0415,0.0429,True
44,8,36,565.3,0.0343,0.0393,True
44,9,7,572.6,0.0333,0.0388,True
44,10,32,601.5,0.0297,0.0369,True
45,1,9,46.2,0.2548,0.4095,True
45,2,50,121.7,0.1884,0.1554,True
45,3,33,190.8,0.1429,0.0991,True
45,4,51,207.1,0.1339,0.0913,True
45,5,11,271.1,0.1036,0.0697,True
45,6,8,474.2,0.046,0.0399,True
45,7,7,529.1,0.0369,0.0357,True
45,8,13,550.6,0.0339,0.0343,True
45,9,32,557.7,0.0329,0.0339,True
45,10,36,609.1,0.0268,0.031,True
46,1,9,65.7,0.2342,0.3148,True
46,2,50,102.1,0.2025,0.2025,True
46,3,51,187.5,0.1439,0.1103,True
46,4,33,210.3,0.1313,0.0983,True
46,5,11,251.6,0.1114,0.0822,True
46,6,8,456.5,0.0491,0.0453,True
46,7,32,538.2,0.0354,0.0384,True
46,8,7,543.3,0.0347,0.0381,True
46,9,13,570.1,0.0311,0.0363,True
46,10,12,610.6,0.0265,0.0339,True
47,1,50,82.7,0.2149,0.2522,True
47,2,9,85.1,0.2128,0.245,True
47,3,51,168.1,0.1527,0.1241,True
47,4,33,229.7,0.1193,0.0908,True
47,5,11,232.2,0.1182,0.0898,True
47,6,8,437.1,0.0521,0.0477,True
47,7,32,518.8,0.0376,0.0402,True
47,8,7,528.3,0.0361,0.0395,True
47,9,13,589.6,0.0283,0.0354,True
47,10,12,591.2,0.0281,0.0353,True
48,1,50,134.7,0.2131,0.2171,True
48,2,9,170.6,0.1846,0.1713,True
48,3,51,220.1,0.1515,0.1328,True
48,4,11,284.3,0.1171,0.1028,True
48,5,33,295.2,0.1121,0.099,True
48,6,8,386.5,0.0778,0.0756,True
48,7,7,477.8,0.054,0.0612,True
48,8,32,570.7,0.0372,0.0512,True
48,9,12,643.1,0.0279,0.0455,True
48,10,13,674.6,0.0246,0.0433,True
49,1,50,180.8,0.2035,0.188,True
49,2,9,209.5,0.1814,0.1622,True
49,3,51,266.2,0.1446,0.1277,True
49,4,11,330.4,0.1119,0.1029,True
49,5,33,341.4,0.1071,0.0996,True
49,6,8,365.2,0.0973,0.0931,True
49,7,7,456.5,0.0676,0.0745,True
49,8,32,616.9,0.0356,0.0551,True
49,9,12,689.3,0.0266,0.0493,True
49,10,13,711.5,0.0244,0.0478,True
50,1,50,196.7,0.199,0.1798,True
50,2,9,225.4,0.1774,0.1569,True
50,3,51,282.1,0.1414,0.1254,True
50,4,11,346.3,0.1094,0.1021,True
50,5,8,349.1,0.1081,0.1013,True
50,6,33,357.3,0.1047,0.099,True
50,7,7,440.4,0.0751,0.0803,True
50,8,32,632.8,0.0348,0.0559,True
50,9,12,705.2,0.026,0.0502,True
50,10,49,723.4,0.0242,0.0489,True
51,1,50,223.1,0.1889,0.1667,True
51,2,9,250.6,0.1693,0.1484,True
51,3,51,308.5,0.1343,0.1205,True
51,4,8,316.7,0.1299,0.1174,True
51,5,11,372.8,0.1038,0.0998,True
51,6,33,383.7,0.0994,0.0969,True
51,7,7,408.0,0.0902,0.0911,True
51,8,32,659.2,0.033,0.0564,True
51,9,49,714.8,0.0264,0.052,True
51,10,12,731.6,0.0247,0.0508,True
52,1,50,84.9,0.2278,0.2772,True
52,2,51,120.1,0.1979,0.196,True
52,3,9,202.1,0.1426,0.1165,True
52,4,11,233.2,0.1259,0.101,True
52,5,33,307.5,0.0935,0.0766,True
52,6,8,401.7,0.0642,0.0586,True
52,7,32,470.8,0.0487,0.05,True
52,8,7,492.9,0.0445,0.0478,True
52,9,12,543.2,0.0364,0.0433,True
52,10,13,713.0,0.0185,0.033,True
53,1,33,251.9,0.1892,0.1607,True
53,2,9,297.4,0.1577,0.1361,True
53,3,13,336.8,0.1347,0.1202,True
53,4,36,395.4,0.1066,0.1024,True
53,5,50,423.1,0.0954,0.0957,True
53,6,26,458.1,0.0829,0.0884,True
53,7,51,508.5,0.0678,0.0796,True
53,8,49,532.7,0.0615,0.076,True
53,9,11,554.0,0.0565,0.0731,True
53,10,19,597.1,0.0476,0.0678,True
54,1,33,312.4,0.1782,0.1455,True
54,2,9,358.2,0.1484,0.1269,True
54,3,13,387.3,0.1321,0.1174,True
54,4,36,445.4,0.1047,0.1021,True
54,5,49,477.9,0.0919,0.0951,True
54,6,50,483.9,0.0898,0.0939,True
54,7,26,508.6,0.0813,0.0894,True
54,8,51,569.3,0.0638,0.0799,True
54,9,8,601.3,0.0561,0.0756,True
54,10,7,612.8,0.0536,0.0742,True
55,1,33,286.0,0.1862,0.153,True
55,2,9,331.5,0.1552,0.132,True
55,3,13,370.9,0.1326,0.118,True
55,4,36,429.4,0.1049,0.1019,True
55,5,50,457.2,0.0939,0.0957,True
55,6,26,492.2,0.0816,0.0889,True
55,7,49,507.9,0.0766,0.0861,True
55,8,51,542.6,0.0667,0.0806,True
55,9,11,588.0,0.0556,0.0744,True
55,10,19,631.2,0.0468,0.0693,True
56,1,33,335.8,0.1783,0.1427,True
56,2,9,381.5,0.1485,0.1256,True
56,3,13,410.6,0.1322,0.1167,True
56,4,36,468.7,0.1048,0.1022,True
56,5,49,501.3,0.092,0.0956,True
56,6,50,507.2,0.0898,0.0945,True
56,7,26,531.9,0.0814,0.0901,True
56,8,51,592.6,0.0638,0.0809,True
56,9,8,626.0,0.0559,0.0766,True
56,10,7,637.4,0.0534,0.0752,True
57,1,33,305.3,0.1862,0.15,True
57,2,9,350.8,0.1552,0.1306,True
57,3,13,390.3,0.1326,0.1174,True
57,4,36,448.8,0.1049,0.1021,True
57,5,50,476.5,0.0939,0.0961,True
57,6,26,511.5,0.0816,0.0896,True
57,7,49,527.3,0.0766,0.0869,True
57,8,51,561.9,0.0667,0.0815,True
57,9,11,607.4,0.0556,0.0754,True
57,10,19,650.6,0.0468,0.0704,True
58,1,33,313.8,0.1862,0.1488,True
58,2,9,359.3,0.1552,0.13,True
58,3,13,398.8,0.1326,0.1171,True
58,4,36,457.3,0.1049,0.1021,True
58,5,50,485.1,0.0939,0.0963,True
58,6,26,520.1,0.0816,0.0898,True
58,7,49,535.8,0.0766,0.0872,True
58,8,51,570.5,0.0667,0.0819,True
58,9,11,615.9,0.0556,0.0758,True
58,10,19,659.1,0.0468,0.0709,True
59,1,33,332.0,0.1833,0.1452,True
59,2,9,377.5,0.1528,0.1277,True
59,3,13,416.9,0.1305,0.1157,True
59,4,36,475.5,0.1033,0.1014,True
59,5,50,503.2,0.0924,0.0958,True
59,6,49,523.5,0.0852,0.0921,True
59,7,26,538.2,0.0803,0.0896,True
59,8,51,588.6,0.0657,0.0819,True
59,9,11,634.1,0.0548,0.0761,True
59,10,8,648.2,0.0517,0.0744,True
60,1,33,346.1,0.1813,0.1428,True
60,2,9,391.6,0.1511,0.1262,True
60,3,13,430.0,0.1296,0.1149,True
60,4,36,488.1,0.1027,0.1012,True
60,5,50,517.3,0.0914,0.0955,True
60,6,49,520.6,0.0902,0.0949,True
60,7,26,551.3,0.0798,0.0896,True
60,8,51,602.7,0.0649,0.082,True
60,9,8,645.3,0.0548,0.0766,True
60,10,11,648.2,0.0542,0.0762,True
61,1,33,247.0,0.1922,0.1635,True
61,2,9,291.2,0.1611,0.1387,True
61,3,50,397.8,0.1052,0.1015,True
61,4,8,400.2,0.1041,0.1009,True
61,5,7,411.7,0.0995,0.0981,True
61,6,49,436.3,0.0901,0.0926,True
61,7,51,483.2,0.0747,0.0836,True
61,8,13,520.7,0.0643,0.0776,True
61,9,11,547.2,0.0578,0.0738,True
61,10,36,578.8,0.051,0.0698,True
62,1,33,267.9,0.1885,0.1574,True
62,2,9,312.1,0.158,0.1351,True
62,3,49,415.8,0.1044,0.1014,True
62,4,50,417.9,0.1035,0.1009,True
62,5,8,418.1,0.1034,0.1008,True
62,6,7,429.6,0.0988,0.0982,True
62,7,51,503.3,0.0735,0.0838,True
62,8,13,541.7,0.0631,0.0778,True
62,9,11,567.4,0.0569,0.0743,True
62,10,36,599.8,0.05,0.0703,True
63,1,33,288.8,0.1801,0.1497,True
63,2,9,333.0,0.1509,0.1299,True
63,3,49,393.8,0.1183,0.1098,True
63,4,8,407.4,0.112,0.1061,True
63,5,7,418.4,0.1072,0.1034,True
63,6,50,438.8,0.0988,0.0986,True
63,7,51,524.2,0.0702,0.0825,True
63,8,13,562.6,0.0602,0.0769,True
63,9,11,588.3,0.0544,0.0735,True
63,10,36,620.6,0.0478,0.0697,True
64,1,33,310.4,0.1694,0.1417,True
64,2,9,354.6,0.142,0.124,True
64,3,49,372.3,0.1322,0.1181,True
64,4,8,386.4,0.125,0.1138,True
64,5,7,397.4,0.1196,0.1106,True
64,6,50,460.3,0.093,0.0955,True
64,7,51,545.7,0.0661,0.0806,True
64,8,13,584.2,0.0567,0.0753,True
