entrance_id,rank,stop_id,walk_dist_m,weight_logit,weight_inv,reachable
212,3,52,429.7,0.2356,0.2633,True
213,1,33,274.0,0.4288,0.4062,True
213,2,12,346.4,0.3209,0.3213,True
213,3,52,408.6,0.2503,0.2724,True
214,1,33,260.9,0.421,0.4043,True
214,2,12,333.3,0.3151,0.3165,True
214,3,52,377.7,0.2639,0.2793,True
215,1,16,208.4,0.3828,0.3858,True
215,2,17,247.1,0.3278,0.3253,True
215,3,21,278.3,0.2894,0.2889,True
216,1,21,414.7,0.3926,0.366,True
216,2,29,442.3,0.3515,0.3431,True
216,3,22,521.6,0.2559,0.2909,True
217,1,21,387.8,0.4207,0.3827,True
217,2,29,415.5,0.3767,0.3572,True
217,3,22,570.5,0.2026,0.2601,True
218,1,21,121.4,0.4533,0.4744,True
218,2,29,149.1,0.4059,0.3864,True
218,3,16,413.8,0.1408,0.1392,True
219,1,21,193.9,0.4101,0.4107,True
219,2,29,221.6,0.3672,0.3595,True
219,3,16,346.7,0.2226,0.2298,True
220,1,21,154.1,0.4344,0.4436,True
220,2,29,181.7,0.3889,0.3761,True
220,3,16,379.0,0.1766,0.1803,True
221,1,21,157.1,0.4159,0.4219,True
221,2,29,169.0,0.3966,0.3921,True
221,3,16,356.3,0.1875,0.186,True
222,1,21,157.9,0.4159,0.4216,True
222,2,29,169.8,0.3966,0.392,True
222,3,16,357.2,0.1875,0.1864,True
223,1,21,196.0,0.3961,0.3992,True
223,2,29,223.6,0.3546,0.3498,True
223,3,16,311.7,0.2493,0.251,True
224,1,21,195.7,0.3961,0.3993,True
224,2,29,223.3,0.3546,0.3498,True
224,3,16,311.4,0.2493,0.2509,True
225,1,21,232.3,0.3631,0.3632,True
225,2,29,259.9,0.3251,0.3246,True
225,3,16,270.3,0.3119,0.3122,True
226,1,14,196.7,0.4521,0.4418,True
226,2,15,238.8,0.3821,0.364,True
226,3,20,447.6,0.1658,0.1942,True
227,1,14,233.7,0.4398,0.4216,True
227,2,15,275.8,0.3717,0.3573,True
227,3,20,445.6,0.1885,0.2212,True
228,1,14,220.9,0.4516,0.4328,True
228,2,15,262.2,0.3828,0.3646,True
228,3,25,471.6,0.1656,0.2027,True
229,1,14,284.7,0.434,0.4056,True
229,2,15,326.0,0.3679,0.3542,True
229,3,51,480.8,0.1981,0.2402,True
230,1,14,349.1,0.384,0.3666,True
230,2,15,390.5,0.3255,0.3278,True
230,3,51,418.9,0.2905,0.3055,True
231,1,51,344.8,0.3723,0.3597,True
231,2,9,372.9,0.3328,0.3326,True
231,3,52,403.1,0.2949,0.3077,True
232,1,14,246.1,0.4423,0.4196,True
232,2,15,287.5,0.3749,0.3593,True
232,3,20,466.9,0.1829,0.2212,True
233,1,26,215.1,0.3772,0.378,True
233,2,13,234.4,0.3492,0.3469,True
233,3,37,295.4,0.2736,0.2752,True
234,1,34,293.5,0.4545,0.4175,True
234,2,9,389.5,0.3096,0.3146,True
234,3,13,457.4,0.2359,0.2679,True
235,1,34,320.1,0.4312,0.3985,True
235,2,9,416.1,0.2937,0.3066,True
235,3,13,432.5,0.2751,0.295,True
236,1,21,165.5,0.4642,0.4575,True
236,2,29,193.1,0.4156,0.392,True
236,3,16,503.2,0.1202,0.1504,True
237,1,21,170.7,0.4642,0.4553,True
237,2,29,198.4,0.4156,0.3919,True
237,3,16,508.5,0.1202,0.1529,True
238,1,21,218.4,0.4754,0.4454,True
238,2,29,246.0,0.4256,0.3954,True
238,3,22,610.8,0.0989,0.1593,True
239,1,21,165.4,0.4842,0.4698,True
239,2,29,193.1,0.4335,0.4025,True
239,3,16,608.7,0.0822,0.1277,True
240,1,21,154.0,0.4812,0.4731,True
240,2,29,181.6,0.4308,0.4011,True
240,3,16,578.7,0.088,0.1259,True
241,1,21,117.2,0.4842,0.4955,True
241,2,29,144.9,0.4335,0.4009,True
241,3,16,560.5,0.0822,0.1036,True
242,1,21,90.6,0.4842,0.5165,True
242,2,29,118.3,0.4335,0.3958,True
242,3,16,533.9,0.0822,0.0877,True
243,1,21,111.1,0.4842,0.4997,True
243,2,29,138.8,0.4335,0.4002,True
243,3,16,554.4,0.0822,0.1002,True
244,1,21,151.0,0.463,0.4635,True
244,2,29,178.7,0.4146,0.3918,True
244,3,16,483.7,0.1224,0.1447,True
245,1,21,159.0,0.463,0.4597,True
245,2,29,186.7,0.4146,0.3916,True
245,3,16,491.7,0.1224,0.1487,True
246,1,21,179.8,0.4326,0.4315,True
246,2,29,207.5,0.3873,0.374,True
246,3,16,399.0,0.1801,0.1945,True
247,1,21,250.3,0.4642,0.4299,True
247,2,29,278.0,0.4156,0.3872,True
247,3,16,588.3,0.1201,0.1829,True
248,1,21,268.3,0.4642,0.4257,True
248,2,29,296.0,0.4156,0.3859,True
248,3,16,606.3,0.1201,0.1884,True
249,1,21,328.0,0.4339,0.3973,True
249,2,29,355.6,0.3885,0.3664,True
249,3,16,551.4,0.1775,0.2363,True
250,1,21,283.4,0.4221,0.3978,True
250,2,29,311.0,0.3779,0.3624,True
250,3,16,470.2,0.1999,0.2398,True
251,1,21,297.8,0.4221,0.3953,True
251,2,29,325.4,0.3779,0.3617,True
251,3,16,484.6,0.1999,0.2429,True
252,1,21,316.2,0.4221,0.3924,True
252,2,29,343.9,0.3779,0.3609,True
252,3,16,503.0,0.1999,0.2467,True
253,1,21,262.8,0.4221,0.4017,True
253,2,29,290.4,0.3779,0.3635,True
253,3,16,449.6,0.1999,0.2348,True
254,1,21,230.0,0.4221,0.4091,True
254,2,29,257.6,0.3779,0.3652,True
254,3,16,416.8,0.1999,0.2257,True
255,1,9,355.0,0.3352,0.3347,True
255,2,51,356.5,0.3332,0.3333,True
255,3,34,357.8,0.3315,0.3321,True
256,1,25,204.3,0.3722,0.3758,True
256,2,15,227.2,0.3396,0.338,True
256,3,14,268.3,0.2882,0.2862,True
257,1,15,222.0,0.4125,0.3995,True
257,2,14,225.4,0.4069,0.3935,True
257,3,25,428.4,0.1806,0.207,True
258,1,15,270.9,0.4125,0.3914,True
258,2,14,274.3,0.4069,0.3865,True
258,3,25,477.4,0.1806,0.2221,True
259,1,15,417.9,0.3348,0.3342,True
259,2,14,418.1,0.3346,0.3341,True
259,3,51,421.1,0.3306,0.3317,True
260,1,15,433.7,0.3493,0.3423,True
260,2,14,434.1,0.3487,0.342,True
260,3,51,470.0,0.302,0.3158,True
261,1,11,202.0,0.4069,0.4098,True
261,2,52,263.3,0.3183,0.3143,True
261,3,51,300.1,0.2748,0.2759,True
262,1,11,228.6,0.4059,0.4012,True
262,2,52,289.9,0.3176,0.3163,True
262,3,51,324.5,0.2765,0.2826,True
263,1,11,295.8,0.395,0.3799,True
263,2,52,357.1,0.3091,0.3147,True
263,3,51,368.0,0.2959,0.3054,True
264,1,11,302.2,0.3877,0.3741,True
264,2,51,359.0,0.3089,0.3149,True
264,3,52,363.5,0.3034,0.311,True
265,1,11,243.8,0.4059,0.3974,True
265,2,52,305.2,0.3176,0.3175,True
265,3,51,339.8,0.2765,0.2852,True
266,1,11,258.3,0.4059,0.3941,True
266,2,52,319.6,0.3176,0.3185,True
266,3,51,354.2,0.2765,0.2874,True
267,1,36,182.5,0.4314,0.44,True
267,2,46,284.3,0.2872,0.2825,True
267,3,35,289.4,0.2814,0.2775,True
268,1,35,188.0,0.449,0.4495,True
268,2,36,264.4,0.3308,0.3197,True
268,3,46,366.1,0.2202,0.2308,True
269,1,21,439.5,0.3984,0.3671,True
269,2,29,467.1,0.3567,0.3454,True
269,3,22,561.2,0.2449,0.2875,True
270,1,24,315.3,0.4184,0.3897,True
270,2,38,328.9,0.3962,0.3735,True
270,3,12,518.7,0.1854,0.2368,True
271,1,26,398.7,0.3555,0.3467,True
271,2,13,418.0,0.3291,0.3308,True
271,3,19,428.7,0.3154,0.3225,True
272,1,47,192.5,0.4519,0.4485,True
272,2,20,261.8,0.3425,0.3298,True
272,3,19,389.3,0.2056,0.2217,True
273,1,11,328.8,0.4122,0.3858,True
273,2,52,390.2,0.3225,0.3252,True
273,3,51,438.9,0.2654,0.289,True
274,1,15,406.7,0.3773,0.3583,True
274,2,14,407.1,0.3767,0.358,True
274,3,51,513.7,0.246,0.2837,True
275,1,15,274.4,0.413,0.3913,True
275,2,14,278.5,0.4062,0.3854,True
275,3,25,480.8,0.1808,0.2233,True
276,1,15,288.1,0.413,0.3894,True
276,2,14,292.3,0.4062,0.3838,True
276,3,25,494.6,0.1808,0.2268,True
277,1,23,329.5,0.3449,0.3419,True
277,2,50,333.6,0.3392,0.3376,True
277,3,13,351.5,0.3159,0.3205,True
278,1,23,306.0,0.3627,0.356,True
278,2,13,328.0,0.3322,0.3321,True
278,3,48,349.2,0.3051,0.3119,True
279,1,23,283.7,0.3627,0.3577,True
279,2,13,305.7,0.3322,0.3319,True
279,3,48,326.9,0.3051,0.3104,True
280,1,25,360.0,0.3806,0.3637,True
280,2,15,403.8,0.3195,0.3243,True
280,3,36,419.5,0.3,0.3121,True
281,1,25,419.5,0.3614,0.3493,True
281,2,11,438.3,0.3353,0.3344,True
281,3,15,463.3,0.3033,0.3163,True
282,1,33,39.3,0.5215,0.7372,True
282,2,12,165.9,0.3143,0.1745,True
282,3,11,328.2,0.1642,0.0882,True
283,1,33,58.2,0.495,0.6554,True
283,2,12,184.6,0.2986,0.2068,True
283,3,11,276.9,0.2064,0.1378,True
284,1,33,62.4,0.5215,0.6633,True
284,2,12,189.0,0.3143,0.219,True
284,3,11,351.3,0.1642,0.1178,True
285,1,33,86.3,0.5215,0.6115,True
285,2,12,212.9,0.3143,0.2479,True
285,3,11,375.2,0.1642,0.1406,True
286,1,33,104.5,0.5215,0.5822,True
286,2,12,231.1,0.3143,0.2632,True
286,3,11,393.4,0.1642,0.1546,True
287,1,26,83.7,0.3557,0.3917,True
287,2,13,98.7,0.335,0.3322,True
287,3,37,118.7,0.3092,0.2761,True
288,1,26,148.4,0.4063,0.4329,True
288,2,13,216.2,0.3098,0.2972,True
288,3,37,238.1,0.2839,0.2699,True
289,1,34,260.2,0.4775,0.4403,True
289,2,9,356.2,0.3253,0.3216,True
289,3,51,481.2,0.1972,0.2381,True
290,1,34,233.8,0.4775,0.4499,True
290,2,9,329.7,0.3253,0.3189,True
290,3,51,454.8,0.1972,0.2312,True
291,1,34,341.9,0.4775,0.4187,True
291,2,9,437.9,0.3253,0.3269,True
291,3,51,562.9,0.1972,0.2543,True
292,1,34,281.6,0.4528,0.4195,True
292,2,9,377.6,0.3084,0.3129,True
292,3,51,441.6,0.2388,0.2676,True
293,1,34,326.4,0.3924,0.3742,True
293,2,9,389.7,0.3047,0.3135,True
293,3,51,391.2,0.3029,0.3123,True
294,1,36,291.8,0.3803,0.3696,True
294,2,35,313.0,0.3495,0.3446,True
294,3,25,377.3,0.2702,0.2859,True
295,1,36,274.6,0.4023,0.3885,True
295,2,35,338.3,0.3118,0.3153,True
295,3,25,360.0,0.2858,0.2962,True
296,1,36,310.9,0.4023,0.3825,True
296,2,35,374.6,0.3118,0.3175,True
296,3,25,396.3,0.2858,0.3,True
297,1,26,253.3,0.3772,0.372,True
297,2,13,272.6,0.3492,0.3456,True
297,3,37,333.7,0.2736,0.2824,True
298,1,14,281.9,0.3903,0.3778,True
298,2,20,308.1,0.3514,0.3456,True
298,3,15,385.1,0.2583,0.2765,True
299,1,14,293.7,0.379,0.369,True
299,2,15,335.7,0.3203,0.3227,True
299,3,20,351.4,0.3008,0.3083,True
300,1,34,257.8,0.3756,0.3709,True
300,2,9,303.6,0.3128,0.315,True
300,3,13,304.5,0.3116,0.314,True
301,1,34,291.6,0.3689,0.3618,True
301,2,13,324.1,0.324,0.3256,True
301,3,9,337.4,0.3072,0.3127,True
302,1,26,317.6,0.3772,0.3648,True
302,2,13,336.9,0.3492,0.344,True
302,3,37,397.9,0.2736,0.2912,True
303,1,26,290.2,0.3772,0.3675,True
303,2,13,309.4,0.3492,0.3446,True
303,3,37,370.5,0.2736,0.2878,True
304,1,26,320.8,0.3522,0.3475,True
304,2,19,341.3,0.3244,0.3266,True
304,3,13,342.1,0.3234,0.3259,True
305,1,13,288.6,0.3617,0.3566,True
305,2,37,316.6,0.3234,0.325,True
305,3,23,323.2,0.315,0.3184,True
306,1,13,268.4,0.3792,0.3719,True
306,2,37,296.4,0.3391,0.3368,True
306,3,23,342.7,0.2817,0.2913,True
307,1,13,209.1,0.3743,0.3751,True
307,2,37,218.3,0.3608,0.3594,True
307,3,23,295.5,0.2649,0.2655,True
308,1,13,198.4,0.3871,0.3911,True
308,2,37,226.4,0.3461,0.3427,True
308,3,23,291.5,0.2667,0.2662,True
309,1,21,276.1,0.4221,0.3991,True
309,2,29,303.8,0.3779,0.3628,True
309,3,16,462.9,0.1999,0.2381,True
310,1,26,124.6,0.4231,0.4692,True
310,2,19,213.4,0.2966,0.2739,True
310,3,13,227.5,0.2803,0.257,True
311,1,26,135.1,0.4325,0.4702,True
311,2,19,224.0,0.3031,0.2837,True
311,3,13,258.1,0.2644,0.2461,True
312,1,47,345.5,0.3925,0.3721,True
312,2,20,397.7,0.3186,0.3233,True
312,3,34,422.2,0.2888,0.3045,True
313,1,34,378.6,0.3684,0.3551,True
313,2,47,392.4,0.3486,0.3426,True
313,3,20,444.6,0.283,0.3024,True
314,1,34,387.1,0.3794,0.3609,True
314,2,47,412.7,0.3425,0.3385,True
314,3,20,464.8,0.278,0.3006,True
315,1,26,352.6,0.3555,0.3485,True
315,2,13,371.9,0.3291,0.3304,True
315,3,19,382.6,0.3154,0.3212,True
316,1,6,333.4,0.4165,0.3867,True
316,2,5,356.2,0.3801,0.3619,True
316,3,21,512.7,0.2033,0.2514,True
317,1,6,425.0,0.3445,0.3398,True
317,2,21,427.5,0.3411,0.3378,True
317,3,5,447.9,0.3144,0.3224,True
318,1,21,416.3,0.3572,0.3471,True
318,2,6,441.4,0.3231,0.3274,True
318,3,29,444.0,0.3198,0.3255,True
319,1,36,76.6,0.4397,0.549,True
319,2,25,161.9,0.3126,0.2599,True
319,3,46,220.1,0.2477,0.1911,True
320,1,36,150.3,0.4397,0.4652,True
320,2,25,235.5,0.3126,0.2968,True
320,3,46,293.7,0.2477,0.238,True
321,1,36,169.4,0.4397,0.4531,True
321,2,25,254.7,0.3126,0.3015,True
321,3,46,312.9,0.2477,0.2454,True
322,1,25,162.6,0.4287,0.4481,True
322,2,15,260.0,0.2904,0.2803,True
322,3,36,268.3,0.2809,0.2716,True
323,1,36,190.7,0.4397,0.4421,True
323,2,25,275.9,0.3126,0.3056,True
323,3,46,334.1,0.2477,0.2523,True
324,1,36,239.6,0.3962,0.3903,True
324,2,25,283.6,0.3323,0.3298,True
324,3,15,334.2,0.2715,0.2799,True
325,1,25,252.3,0.3601,0.3578,True
325,2,36,262.4,0.3458,0.3441,True
325,3,15,302.9,0.2941,0.2981,True
326,1,36,159.4,0.4397,0.4591,True
326,2,25,244.7,0.3126,0.2992,True
326,3,46,302.9,0.2477,0.2417,True
327,1,36,237.3,0.4397,0.4239,True
327,2,25,322.5,0.3126,0.3119,True
327,3,46,380.8,0.2477,0.2642,True
328,1,25,291.1,0.3839,0.3728,True
328,2,15,341.7,0.3136,0.3176,True
328,3,36,350.6,0.3026,0.3095,True
329,1,25,247.6,0.3601,0.3583,True
329,2,36,257.7,0.3458,0.3442,True
329,3,15,298.2,0.2941,0.2975,True
330,1,25,332.8,0.3806,0.366,True
330,2,15,376.6,0.3195,0.3235,True
330,3,36,392.3,0.3,0.3105,True
331,1,24,416.7,0.3819,0.3603,True
331,2,38,425.3,0.369,0.353,True
331,3,6,523.6,0.2491,0.2867,True
332,1,24,426.4,0.3571,0.3467,True
332,2,38,433.5,0.3471,0.3411,True
332,3,35,473.5,0.2958,0.3122,True
333,1,24,433.1,0.3819,0.3594,True
333,2,38,441.7,0.369,0.3524,True
333,3,6,540.0,0.2491,0.2882,True
334,1,24,586.2,0.3571,0.3432,True
334,2,38,593.3,0.3471,0.3391,True
334,3,35,633.3,0.2958,0.3177,True
335,1,35,122.5,0.6028,0.6202,True
335,2,24,398.3,0.2,0.1907,True
335,3,38,401.9,0.1972,0.1891,True
336,1,21,409.2,0.3984,0.3693,True
336,2,29,436.8,0.3567,0.346,True
336,3,22,530.8,0.2449,0.2847,True
337,1,9,340.1,0.3352,0.3347,True
337,2,51,341.5,0.3332,0.3333,True
337,3,34,342.8,0.3315,0.332,True
338,1,9,325.1,0.3352,0.3348,True
338,2,51,326.6,0.3332,0.3333,True
338,3,34,327.9,0.3315,0.332,True
339,1,9,300.3,0.3352,0.3349,True
339,2,51,301.8,0.3332,0.3332,True
339,3,34,303.1,0.3315,0.3318,True
340,1,9,240.9,0.3352,0.3353,True
340,2,51,242.4,0.3332,0.3332,True
340,3,34,243.7,0.3315,0.3315,True
341,1,9,192.1,0.3352,0.3358,True
341,2,51,193.6,0.3332,0.3332,True
341,3,34,194.9,0.3315,0.331,True
342,1,9,221.0,0.3352,0.3355,True
342,2,51,222.5,0.3332,0.3332,True
342,3,34,223.7,0.3315,0.3313,True
343,1,9,197.6,0.3352,0.3357,True
343,2,51,199.1,0.3332,0.3332,True
343,3,34,200.4,0.3315,0.3311,True
344,1,21,378.2,0.3893,0.367,True
344,2,29,405.8,0.3485,0.342,True
344,3,6,476.9,0.2622,0.291,True
345,1,21,377.8,0.392,0.3685,True
345,2,29,405.5,0.351,0.3434,True
345,3,6,483.3,0.2571,0.2881,True
346,1,21,411.8,0.3633,0.3507,True
346,2,29,439.4,0.3253,0.3286,True
346,3,6,450.3,0.3114,0.3206,True
347,1,6,422.8,0.3513,0.3437,True
347,2,21,440.0,0.328,0.3303,True
347,3,5,445.7,0.3206,0.326,True
348,1,6,391.9,0.3789,0.3603,True
348,2,5,414.7,0.3458,0.3404,True
348,3,21,471.6,0.2754,0.2993,True
349,1,6,364.7,0.4007,0.3744,True
349,2,5,387.5,0.3657,0.3523,True
349,3,21,499.5,0.2336,0.2733,True
350,1,6,337.2,0.4203,0.3883,True
350,2,5,360.0,0.3836,0.3636,True
350,3,21,527.8,0.1961,0.2481,True
351,1,6,310.6,0.4369,0.4014,True
351,2,5,333.4,0.3987,0.3739,True
351,3,21,555.0,0.1643,0.2246,True
352,1,6,278.8,0.4446,0.4115,True
352,2,5,301.6,0.4058,0.3803,True
352,3,16,551.1,0.1496,0.2082,True
353,1,45,422.5,0.448,0.3919,True
353,2,40,476.6,0.3609,0.3475,True
353,3,24,635.5,0.1911,0.2606,True
354,1,45,286.3,0.4864,0.436,True
354,2,40,340.4,0.3918,0.3667,True
354,3,49,632.5,0.1218,0.1973,True
355,1,45,254.7,0.4864,0.4447,True
355,2,40,308.8,0.3918,0.3668,True
355,3,49,600.9,0.1218,0.1885,True
356,1,45,247.4,0.4864,0.4469,True
356,2,40,301.5,0.3918,0.3668,True
356,3,49,593.6,0.1218,0.1863,True
357,1,45,279.6,0.4864,0.4377,True
357,2,40,333.7,0.3918,0.3668,True
357,3,49,625.8,0.1218,0.1955,True
358,1,45,303.3,0.4864,0.4318,True
358,2,40,357.4,0.3918,0.3665,True
358,3,49,649.5,0.1218,0.2017,True
359,1,45,336.2,0.5103,0.4362,True
359,2,40,463.9,0.3063,0.3161,True
359,3,46,592.1,0.1834,0.2477,True
360,1,45,313.5,0.5103,0.4422,True
360,2,40,441.2,0.3063,0.3143,True
360,3,46,569.4,0.1834,0.2435,True
361,1,45,310.2,0.5103,0.4432,True
361,2,40,437.8,0.3063,0.314,True
361,3,46,566.0,0.1834,0.2429,True
362,1,45,343.0,0.4882,0.4238,True
362,2,40,470.7,0.293,0.3088,True
362,3,46,543.7,0.2188,0.2674,True
363,1,45,371.9,0.4568,0.4029,True
363,2,40,499.5,0.2741,0.2999,True
363,3,46,504.1,0.2691,0.2972,True
364,1,45,398.6,0.4343,0.3882,True
364,2,46,486.8,0.3051,0.3178,True
364,3,40,526.2,0.2606,0.294,True
365,1,11,184.2,0.3829,0.3865,True
365,2,52,190.3,0.3736,0.3741,True
365,3,51,297.3,0.2435,0.2394,True
366,1,11,163.5,0.3829,0.3914,True
366,2,52,169.5,0.3736,0.3773,True
366,3,51,276.6,0.2435,0.2313,True
367,1,52,128.4,0.4382,0.4825,True
367,2,51,235.4,0.2856,0.2632,True
367,3,11,243.7,0.2763,0.2543,True
368,1,49,281.5,0.3806,0.3716,True
368,2,5,328.3,0.3156,0.3187,True
368,3,6,337.8,0.3039,0.3097,True
369,1,5,355.1,0.3454,0.3416,True
369,2,6,364.6,0.3326,0.3328,True
369,3,49,372.6,0.322,0.3256,True
370,1,31,352.9,0.3801,0.3639,True
370,2,49,388.8,0.3292,0.3303,True
370,3,5,419.8,0.2907,0.3058,True
371,1,5,357.9,0.3647,0.3539,True
371,2,6,367.3,0.3512,0.3448,True
371,3,49,420.4,0.2841,0.3013,True
372,1,5,282.4,0.3717,0.3639,True
372,2,6,291.9,0.3579,0.3521,True
372,3,49,362.0,0.2704,0.284,True
373,1,5,305.4,0.3756,0.3645,True
373,2,6,314.9,0.3616,0.3535,True
373,3,49,394.7,0.2628,0.282,True
374,1,5,325.8,0.3876,0.3701,True
374,2,6,335.2,0.3731,0.3597,True
374,3,49,446.3,0.2393,0.2702,True
375,1,14,387.9,0.3915,0.3675,True
375,2,15,429.2,0.3318,0.3321,True
375,3,51,474.7,0.2767,0.3003,True
376,1,14,387.9,0.3915,0.3675,True
376,2,15,429.2,0.3318,0.3321,True
376,3,51,474.7,0.2767,0.3003,True
377,1,14,333.9,0.433,0.3963,True
377,2,15,375.3,0.3671,0.3527,True
377,3,51,527.2,0.1999,0.251,True
378,1,14,380.0,0.3971,0.3712,True
378,2,15,421.3,0.3366,0.3348,True
378,3,51,479.8,0.2664,0.294,True
379,1,14,284.6,0.4423,0.4104,True
379,2,15,325.9,0.3749,0.3584,True
379,3,20,505.4,0.1829,0.2311,True
380,1,14,239.5,0.4398,0.42,True
380,2,15,281.5,0.3717,0.3572,True
380,3,20,451.3,0.1885,0.2228,True
381,1,11,371.6,0.4021,0.3749,True
381,2,52,433.0,0.3146,0.3217,True
381,3,35,459.1,0.2833,0.3034,True
382,1,36,204.4,0.4397,0.4361,True
382,2,25,289.6,0.3126,0.3077,True
382,3,46,347.8,0.2477,0.2562,True
383,1,36,130.6,0.4279,0.469,True
383,2,25,216.0,0.304,0.2835,True
383,3,46,247.5,0.2681,0.2475,True
384,1,36,124.4,0.439,0.4871,True
384,2,25,231.5,0.286,0.2618,True
384,3,46,241.3,0.275,0.2511,True
385,1,36,60.8,0.4397,0.5835,True
385,2,25,146.0,0.3126,0.2429,True
385,3,46,204.2,0.2477,0.1737,True
386,1,36,89.0,0.4397,0.528,True
386,2,25,174.3,0.3126,0.2698,True
386,3,46,232.5,0.2477,0.2022,True
387,1,36,209.0,0.3925,0.3945,True
387,2,35,253.4,0.3287,0.3254,True
387,3,25,294.5,0.2788,0.28,True
388,1,35,344.2,0.372,0.359,True
388,2,36,347.4,0.3672,0.3556,True
388,3,25,432.9,0.2609,0.2854,True
389,1,35,345.6,0.372,0.3589,True
389,2,36,348.8,0.3672,0.3555,True
389,3,25,434.3,0.2609,0.2856,True
390,1,35,348.6,0.372,0.3587,True
390,2,36,351.9,0.3672,0.3554,True
390,3,25,437.3,0.2609,0.2859,True
391,1,33,267.7,0.4189,0.4012,True
391,2,35,336.2,0.3186,0.3195,True
391,3,12,384.5,0.2625,0.2793,True
392,1,33,284.4,0.4155,0.3953,True
392,2,35,346.5,0.3241,0.3245,True
392,3,12,401.2,0.2604,0.2802,True
393,1,35,175.7,0.5194,0.5113,True
393,2,36,338.1,0.2712,0.2657,True
393,3,38,402.8,0.2093,0.223,True
394,1,33,306.2,0.4189,0.3935,True
394,2,35,374.7,0.3185,0.3216,True
394,3,12,423.0,0.2626,0.2849,True
395,1,33,308.5,0.4074,0.3857,True
395,2,35,355.9,0.3372,0.3344,True
395,3,12,425.3,0.2554,0.2798,True
396,1,33,294.7,0.4074,0.3879,True
396,2,35,342.0,0.3372,0.3342,True
396,3,12,411.4,0.2554,0.2778,True
397,1,33,296.5,0.4074,0.3876,True
397,2,35,343.8,0.3372,0.3343,True
397,3,12,413.3,0.2554,0.2781,True
398,1,33,247.6,0.4074,0.397,True
398,2,35,295.0,0.3372,0.3333,True
398,3,12,364.4,0.2554,0.2698,True
399,1,33,290.8,0.4074,0.3886,True
399,2,35,338.2,0.3372,0.3342,True
399,3,12,407.6,0.2554,0.2772,True
400,1,38,305.4,0.3344,0.3342,True
400,2,28,306.2,0.3332,0.3332,True
400,3,24,306.8,0.3324,0.3326,True
401,1,22,356.2,0.4269,0.3899,True
401,2,30,407.1,0.3483,0.3412,True
401,3,31,516.6,0.2248,0.2689,True
402,1,43,176.8,0.4832,0.4565,True
402,2,44,185.6,0.4665,0.4348,True
402,3,22,742.1,0.0504,0.1087,True
403,1,43,219.4,0.4832,0.4462,True
403,2,44,228.2,0.4665,0.429,True
403,3,22,784.7,0.0504,0.1247,True
404,1,43,255.0,0.4832,0.4391,True
404,2,44,263.8,0.4665,0.4244,True
404,3,22,820.4,0.0504,0.1365,True
405,1,43,253.7,0.4832,0.4393,True
405,2,44,262.5,0.4665,0.4246,True
405,3,22,819.0,0.0504,0.1361,True
406,1,43,220.7,0.4832,0.4459,True
406,2,44,229.5,0.4665,0.4288,True
406,3,22,786.1,0.0504,0.1252,True
407,1,43,215.9,0.4832,0.447,True
407,2,44,224.7,0.4665,0.4295,True
407,3,22,781.2,0.0504,0.1235,True
408,1,43,213.8,0.4832,0.4475,True
408,2,44,222.6,0.4665,0.4298,True
408,3,22,779.1,0.0504,0.1228,True
409,1,43,181.9,0.4832,0.4551,True
409,2,44,190.7,0.4665,0.4341,True
409,3,22,747.2,0.0504,0.1108,True
410,1,43,146.9,0.4832,0.4652,True
410,2,44,155.7,0.4665,0.4389,True
410,3,22,712.2,0.0504,0.0959,True
411,1,43,191.6,0.4832,0.4527,True
411,2,44,200.4,0.4665,0.4328,True
411,3,22,756.9,0.0504,0.1146,True
412,1,43,178.4,0.4832,0.456,True
412,2,44,187.2,0.4665,0.4346,True
412,3,22,743.7,0.0504,0.1094,True
413,1,43,167.1,0.4832,0.4591,True
413,2,44,175.9,0.4665,0.4361,True
413,3,22,732.4,0.0504,0.1047,True
414,1,43,277.3,0.4832,0.4351,True
414,2,44,286.1,0.4665,0.4217,True
414,3,22,842.6,0.0504,0.1432,True
415,1,43,249.3,0.4832,0.4402,True
415,2,44,258.1,0.4665,0.4252,True
415,3,22,814.6,0.0504,0.1347,True
416,1,43,202.7,0.4832,0.45,True
416,2,44,211.5,0.4665,0.4313,True
416,3,22,768.0,0.0504,0.1187,True
417,1,43,167.4,0.4832,0.459,True
417,2,44,176.2,0.4665,0.4361,True
417,3,22,732.7,0.0504,0.1049,True
418,1,43,180.1,0.4832,0.4556,True
418,2,44,188.9,0.4665,0.4344,True
418,3,22,745.4,0.0504,0.1101,True
419,1,38,304.7,0.3746,0.3634,True
419,2,24,306.1,0.3724,0.3617,True
419,3,28,402.7,0.253,0.2749,True
420,1,38,323.6,0.3574,0.3507,True
420,2,24,325.0,0.3553,0.3491,True
420,3,28,378.1,0.2874,0.3001,True
421,1,38,229.6,0.3937,0.3852,True
421,2,24,231.1,0.3915,0.3828,True
421,3,28,381.1,0.2148,0.2321,True
422,1,8,368.8,0.4446,0.3974,True
422,2,7,465.7,0.3018,0.3148,True
422,3,51,509.3,0.2536,0.2878,True
423,1,8,353.1,0.4446,0.4,True
423,2,7,450.0,0.3018,0.3139,True
423,3,51,493.5,0.2536,0.2862,True
424,1,8,265.1,0.4765,0.4377,True
424,2,7,351.2,0.3377,0.3305,True
424,3,51,500.7,0.1857,0.2318,True
425,1,8,251.5,0.4765,0.4422,True
425,2,7,337.6,0.3377,0.3295,True
